## This file contains the the median and 95% range (2.5th and 97.5th percentiles) of the full 7000-member ensemble accross all methods of the PAGES2k Consortium 2019 global mean temperature reconstructions.
## We recommend working with the full ensemble provided in the other files in this data compilation for a more robust analysis of GMST.
## The columns in this table are: Year CE, raw instrumental target data, reconstruction ensemble 50th, 2.5th and 97.5th percentiles, 31-year butterworth filtered instrumental target data, 31-year butterworth filtered reconstruction 50th, 2.5th and 97.5th percentiles
## All values are °C wrt 1961-1990 over the April-March annual average.
Year	Cowtan & Way instrumental target	Full ensemble median	Full ensemble 2.5th percentile	Full ensemble 97.5th percentile	Cowtan & Way instrumental target 31-year filtered	31-year filtered full ensemble median	31-year filtered full ensemble 2.5th percentile	31-year filtered full ensemble 97.5th percentile
988	NA	-0.2108	-0.499	0.0857	NA	-0.2267	-0.4344	0.0119
989	NA	-0.2479	-0.5438	0.0542	NA	-0.2284	-0.4351	0.012
990	NA	-0.2571	-0.5958	0.1085	NA	-0.23	-0.4356	0.0119
991	NA	-0.2288	-0.5209	0.0685	NA	-0.2314	-0.4357	0.0121
992	NA	-0.1861	-0.4825	0.098	NA	-0.2328	-0.4368	0.0118
993	NA	-0.1724	-0.4718	0.0997	NA	-0.2339	-0.4387	0.0118
994	NA	-0.1666	-0.4722	0.1314	NA	-0.235	-0.4404	0.012
995	NA	-0.1848	-0.5228	0.1401	NA	-0.236	-0.4418	0.0122
996	NA	-0.2551	-0.5659	0.0323	NA	-0.2367	-0.4414	0.0119
997	NA	-0.2098	-0.5368	0.0889	NA	-0.2375	-0.4424	0.0121
998	NA	-0.1988	-0.5118	0.1063	NA	-0.2381	-0.4434	0.011
999	NA	-0.1985	-0.5236	0.0849	NA	-0.2386	-0.4454	0.0106
1000	NA	-0.2198	-0.5218	0.0641	NA	-0.2389	-0.447	0.0098
1001	NA	-0.2443	-0.5728	0.0334	NA	-0.2389	-0.4486	0.009
1002	NA	-0.1904	-0.5284	0.0743	NA	-0.2391	-0.4519	0.0086
1003	NA	-0.2479	-0.5889	0.0547	NA	-0.2388	-0.4525	0.0086
1004	NA	-0.23	-0.5399	0.046	NA	-0.2388	-0.4543	0.008
1005	NA	-0.1992	-0.5358	0.0748	NA	-0.2383	-0.4563	0.0071
1006	NA	-0.2419	-0.5628	0.0559	NA	-0.2378	-0.4574	0.0056
1007	NA	-0.2128	-0.4958	0.0956	NA	-0.2372	-0.4583	0.0043
1008	NA	-0.2498	-0.5488	0.04	NA	-0.2367	-0.4587	0.0038
1009	NA	-0.2139	-0.5298	0.0703	NA	-0.2358	-0.4597	0.0036
1010	NA	-0.2051	-0.5359	0.073	NA	-0.2348	-0.459	0.0025
1011	NA	-0.2799	-0.6461	0.0694	NA	-0.2338	-0.4587	0.0024
1012	NA	-0.286	-0.6597	0.0191	NA	-0.233	-0.458	0.0021
1013	NA	-0.1869	-0.5584	0.0855	NA	-0.2321	-0.4576	0.0017
1014	NA	-0.2208	-0.5718	0.1466	NA	-0.2309	-0.4572	0.0014
1015	NA	-0.2637	-0.5832	0.027	NA	-0.2297	-0.4575	0.001
1016	NA	-0.2566	-0.5709	0.035	NA	-0.2284	-0.458	0.0013
1017	NA	-0.2769	-0.5868	0.0289	NA	-0.2271	-0.4577	4e-04
1018	NA	-0.1537	-0.4659	0.1147	NA	-0.2257	-0.4574	3e-04
1019	NA	-0.1452	-0.4368	0.1579	NA	-0.2245	-0.4567	-7e-04
1020	NA	-0.2064	-0.4829	0.0552	NA	-0.2232	-0.4547	-8e-04
1021	NA	-0.2649	-0.5679	0.0706	NA	-0.2217	-0.4532	-7e-04
1022	NA	-0.245	-0.5808	0.0559	NA	-0.2206	-0.4525	-6e-04
1023	NA	-0.2022	-0.4889	0.0683	NA	-0.2193	-0.4522	-5e-04
1024	NA	-0.2394	-0.5429	0.0463	NA	-0.218	-0.4526	-2e-04
1025	NA	-0.1663	-0.4578	0.1217	NA	-0.2168	-0.4523	-6e-04
1026	NA	-0.2737	-0.5728	0.0108	NA	-0.2156	-0.4529	-4e-04
1027	NA	-0.2012	-0.5041	0.0746	NA	-0.2145	-0.4531	-6e-04
1028	NA	-0.1918	-0.4799	0.0916	NA	-0.2133	-0.4537	-7e-04
1029	NA	-0.2193	-0.5328	0.0678	NA	-0.2122	-0.4532	-0.001
1030	NA	-0.1698	-0.4829	0.0942	NA	-0.2111	-0.4533	-0.0015
1031	NA	-0.1904	-0.5238	0.0873	NA	-0.2103	-0.4542	-0.0025
1032	NA	-0.2681	-0.6578	0.0701	NA	-0.2095	-0.4554	-0.0027
1033	NA	-0.1622	-0.4658	0.1154	NA	-0.209	-0.4559	-0.0035
1034	NA	-0.2008	-0.5527	0.1249	NA	-0.2088	-0.4569	-0.0037
1035	NA	-0.2559	-0.6238	0.085	NA	-0.2084	-0.4587	-0.004
1036	NA	-0.158	-0.5469	0.1367	NA	-0.2085	-0.4598	-0.0043
1037	NA	-0.1791	-0.5768	0.1152	NA	-0.2088	-0.4615	-0.0046
1038	NA	-0.1426	-0.4803	0.1623	NA	-0.2089	-0.4624	-0.0049
1039	NA	-0.1698	-0.5328	0.1052	NA	-0.2092	-0.4637	-0.0053
1040	NA	-0.2152	-0.5858	0.1419	NA	-0.2099	-0.4647	-0.0053
1041	NA	-0.2552	-0.5945	0.0894	NA	-0.2105	-0.4659	-0.0053
1042	NA	-0.2459	-0.5607	0.0345	NA	-0.2114	-0.4667	-0.0056
1043	NA	-0.2183	-0.506	0.06	NA	-0.2125	-0.4691	-0.0057
1044	NA	-0.2221	-0.5379	0.0272	NA	-0.2137	-0.4707	-0.0058
1045	NA	-0.24	-0.5748	0.0296	NA	-0.2147	-0.4707	-0.0058
1046	NA	-0.3378	-0.7148	-0.016	NA	-0.216	-0.4716	-0.0056
1047	NA	-0.2315	-0.5798	7e-04	NA	-0.2172	-0.4718	-0.0048
1048	NA	-0.2298	-0.5909	0.0317	NA	-0.2185	-0.4716	-0.0045
1049	NA	-0.204	-0.5333	0.0424	NA	-0.2197	-0.4708	-0.0023
1050	NA	-0.1992	-0.5128	0.0758	NA	-0.2211	-0.4702	-0.002
1051	NA	-0.1388	-0.4686	0.1233	NA	-0.2226	-0.4696	-0.0022
1052	NA	-0.1811	-0.5089	0.0817	NA	-0.2248	-0.4696	-0.002
1053	NA	-0.2198	-0.5289	0.0539	NA	-0.2269	-0.469	-0.0019
1054	NA	-0.2193	-0.5459	0.055	NA	-0.2287	-0.4687	-0.0018
1055	NA	-0.2444	-0.5999	0.0418	NA	-0.2305	-0.4675	-0.0013
1056	NA	-0.3204	-0.6306	-0.0042	NA	-0.2325	-0.4671	-6e-04
1057	NA	-0.229	-0.5238	0.0443	NA	-0.2343	-0.4659	0
1058	NA	-0.3018	-0.6258	0.0477	NA	-0.236	-0.466	8e-04
1059	NA	-0.3239	-0.6401	0.0067	NA	-0.2376	-0.4641	0.0015
1060	NA	-0.2126	-0.5584	0.0984	NA	-0.2386	-0.4625	0.0019
1061	NA	-0.1239	-0.4308	0.1671	NA	-0.2396	-0.4605	0.003
1062	NA	-0.1491	-0.4708	0.1267	NA	-0.2407	-0.4585	0.0041
1063	NA	-0.2275	-0.5699	0.0792	NA	-0.2416	-0.457	0.0046
1064	NA	-0.2045	-0.5119	0.07	NA	-0.2418	-0.4536	0.0062
1065	NA	-0.2818	-0.6068	-0.0015	NA	-0.242	-0.451	0.0063
1066	NA	-0.1778	-0.4855	0.1432	NA	-0.2422	-0.4488	0.007
1067	NA	-0.2681	-0.5959	0.0577	NA	-0.2419	-0.4463	0.009
1068	NA	-0.2892	-0.6249	0.0125	NA	-0.2409	-0.4445	0.0099
1069	NA	-0.3197	-0.6048	-0.0094	NA	-0.2397	-0.4428	0.0123
1070	NA	-0.3152	-0.5968	-0.0118	NA	-0.2392	-0.4405	0.014
1071	NA	-0.2729	-0.5583	0.0289	NA	-0.2378	-0.4383	0.0152
1072	NA	-0.1934	-0.4842	0.0992	NA	-0.2367	-0.4372	0.0168
1073	NA	-0.2341	-0.5248	0.043	NA	-0.2354	-0.4353	0.0181
1074	NA	-0.2538	-0.5508	0.0433	NA	-0.2339	-0.4338	0.0187
1075	NA	-0.2067	-0.4879	0.0811	NA	-0.2328	-0.4325	0.0192
1076	NA	-0.2181	-0.5188	0.0853	NA	-0.2316	-0.43	0.0197
1077	NA	-0.2189	-0.5073	0.0618	NA	-0.2305	-0.4286	0.0198
1078	NA	-0.2693	-0.5524	0.0342	NA	-0.23	-0.4289	0.0203
1079	NA	-0.1825	-0.4777	0.0989	NA	-0.2294	-0.428	0.0208
1080	NA	-0.1162	-0.4359	0.1766	NA	-0.2299	-0.4289	0.0213
1081	NA	-0.128	-0.4144	0.2023	NA	-0.2304	-0.428	0.0211
1082	NA	-0.1454	-0.4339	0.1663	NA	-0.2313	-0.4289	0.0209
1083	NA	-0.2489	-0.5768	0.0667	NA	-0.2326	-0.4298	0.0196
1084	NA	-0.0907	-0.3739	0.1966	NA	-0.2346	-0.431	0.018
1085	NA	-0.1762	-0.4637	0.0915	NA	-0.2369	-0.4321	0.0161
1086	NA	-0.0939	-0.3839	0.2019	NA	-0.24	-0.4351	0.014
1087	NA	-0.1196	-0.4018	0.1627	NA	-0.2424	-0.4372	0.0104
1088	NA	-0.1379	-0.4328	0.1503	NA	-0.246	-0.4397	0.0082
1089	NA	-0.2214	-0.5138	0.0385	NA	-0.2504	-0.4431	0.006
1090	NA	-0.2747	-0.5509	0.0078	NA	-0.2551	-0.4462	0.0034
1091	NA	-0.2899	-0.5799	0.0097	NA	-0.2601	-0.4504	1e-04
1092	NA	-0.2628	-0.5548	0.0231	NA	-0.265	-0.4539	-0.0033
1093	NA	-0.2535	-0.5456	0.0183	NA	-0.2704	-0.4575	-0.0074
1094	NA	-0.2847	-0.5758	0.0333	NA	-0.2756	-0.462	-0.0111
1095	NA	-0.2857	-0.5605	0.0101	NA	-0.281	-0.4672	-0.0154
1096	NA	-0.2992	-0.6029	0.0247	NA	-0.2867	-0.4722	-0.0186
1097	NA	-0.1845	-0.4929	0.1059	NA	-0.2917	-0.477	-0.0224
1098	NA	-0.3157	-0.6558	0.026	NA	-0.297	-0.482	-0.0263
1099	NA	-0.32	-0.6368	0.0048	NA	-0.3024	-0.4873	-0.0302
1100	NA	-0.2612	-0.5658	0.056	NA	-0.3083	-0.4929	-0.0338
1101	NA	-0.3367	-0.6448	0.0378	NA	-0.3141	-0.498	-0.0375
1102	NA	-0.2407	-0.5748	0.0752	NA	-0.3195	-0.5035	-0.0412
1103	NA	-0.2695	-0.5538	0.0701	NA	-0.3249	-0.509	-0.0447
1104	NA	-0.2718	-0.5698	0.0441	NA	-0.3306	-0.5143	-0.0493
1105	NA	-0.2347	-0.5278	0.0786	NA	-0.3362	-0.5206	-0.0533
1106	NA	-0.2074	-0.5059	0.0766	NA	-0.3413	-0.5251	-0.0572
1107	NA	-0.3608	-0.6648	0.0015	NA	-0.3464	-0.5324	-0.0608
1108	NA	-0.376	-0.6698	-0.033	NA	-0.3514	-0.5373	-0.0639
1109	NA	-0.4691	-0.7931	-0.0892	NA	-0.3566	-0.5427	-0.0667
1110	NA	-0.4379	-0.7447	-0.0819	NA	-0.3609	-0.5464	-0.0685
1111	NA	-0.392	-0.6929	-0.0906	NA	-0.3653	-0.5508	-0.0708
1112	NA	-0.3579	-0.6608	-0.0555	NA	-0.3689	-0.5548	-0.0733
1113	NA	-0.3182	-0.6128	-0.0226	NA	-0.3723	-0.5593	-0.0757
1114	NA	-0.4089	-0.7278	-0.0964	NA	-0.3751	-0.5618	-0.0784
1115	NA	-0.3931	-0.6788	-0.0836	NA	-0.3777	-0.5653	-0.0796
1116	NA	-0.3582	-0.6454	-0.0651	NA	-0.3798	-0.5672	-0.081
1117	NA	-0.3868	-0.6979	-0.0672	NA	-0.3815	-0.5683	-0.0824
1118	NA	-0.3629	-0.6769	-0.0489	NA	-0.383	-0.5707	-0.0825
1119	NA	-0.4248	-0.7397	-0.0847	NA	-0.3843	-0.5712	-0.0831
1120	NA	-0.3429	-0.6448	-0.0428	NA	-0.3849	-0.5722	-0.0831
1121	NA	-0.4244	-0.7778	-0.0245	NA	-0.3853	-0.5733	-0.0833
1122	NA	-0.3189	-0.6218	-0.0067	NA	-0.3855	-0.5731	-0.083
1123	NA	-0.2657	-0.5608	0.0214	NA	-0.3852	-0.5724	-0.0821
1124	NA	-0.3639	-0.6748	-0.0706	NA	-0.3847	-0.5706	-0.0809
1125	NA	-0.2993	-0.5958	0.0071	NA	-0.3838	-0.57	-0.0801
1126	NA	-0.3367	-0.6428	-0.0102	NA	-0.3826	-0.5679	-0.0789
1127	NA	-0.4186	-0.7858	-0.1056	NA	-0.3807	-0.5663	-0.0774
1128	NA	-0.3427	-0.6219	-0.0413	NA	-0.3786	-0.5648	-0.0765
1129	NA	-0.4057	-0.7068	-0.0315	NA	-0.3764	-0.5624	-0.0754
1130	NA	-0.3449	-0.6629	-0.0022	NA	-0.374	-0.5607	-0.0739
1131	NA	-0.3	-0.5869	-0.0074	NA	-0.3713	-0.5585	-0.0726
1132	NA	-0.3736	-0.6538	-0.0376	NA	-0.3682	-0.5554	-0.0691
1133	NA	-0.3959	-0.7089	-0.0514	NA	-0.365	-0.5517	-0.065
1134	NA	-0.3745	-0.6628	-0.0499	NA	-0.3612	-0.5487	-0.0621
1135	NA	-0.3036	-0.5782	0.0142	NA	-0.357	-0.5441	-0.0591
1136	NA	-0.3977	-0.7178	-0.0167	NA	-0.3531	-0.5407	-0.056
1137	NA	-0.3429	-0.6349	-0.0294	NA	-0.349	-0.5356	-0.0523
1138	NA	-0.3407	-0.6368	-0.0228	NA	-0.3445	-0.5317	-0.0477
1139	NA	-0.3356	-0.6319	-0.0103	NA	-0.3403	-0.5262	-0.044
1140	NA	-0.3077	-0.5978	0.013	NA	-0.3348	-0.5208	-0.0398
1141	NA	-0.2303	-0.5332	0.102	NA	-0.3304	-0.5166	-0.0358
1142	NA	-0.2685	-0.5699	0.0613	NA	-0.3255	-0.511	-0.0317
1143	NA	-0.2872	-0.6	0.0109	NA	-0.3205	-0.5062	-0.0291
1144	NA	-0.3047	-0.6258	0.0101	NA	-0.3156	-0.5013	-0.0266
1145	NA	-0.3347	-0.6558	-0.0153	NA	-0.3105	-0.495	-0.0225
1146	NA	-0.3251	-0.6248	-0.0306	NA	-0.306	-0.4896	-0.0182
1147	NA	-0.2787	-0.5659	0.0036	NA	-0.3014	-0.4838	-0.0141
1148	NA	-0.2967	-0.6032	-0.0091	NA	-0.2965	-0.4784	-0.0097
1149	NA	-0.3133	-0.6265	-8e-04	NA	-0.2911	-0.4733	-0.006
1150	NA	-0.2999	-0.6088	0.0193	NA	-0.2857	-0.4689	-0.0019
1151	NA	-0.3651	-0.6928	0.0408	NA	-0.2812	-0.4632	6e-04
1152	NA	-0.2535	-0.5995	0.1359	NA	-0.2766	-0.4589	0.0031
1153	NA	-0.1628	-0.4898	0.1579	NA	-0.2721	-0.4561	0.0055
1154	NA	-0.1988	-0.5209	0.1481	NA	-0.268	-0.4517	0.0087
1155	NA	-0.1062	-0.4188	0.1993	NA	-0.2648	-0.4478	0.0125
1156	NA	-0.2283	-0.5383	0.0947	NA	-0.2614	-0.4463	0.0156
1157	NA	-0.2268	-0.5258	0.0797	NA	-0.258	-0.4432	0.0185
1158	NA	-0.2819	-0.6029	0.1239	NA	-0.2557	-0.4407	0.0202
1159	NA	-0.1959	-0.5028	0.1248	NA	-0.2534	-0.4394	0.0217
1160	NA	-0.1984	-0.4998	0.0917	NA	-0.2514	-0.4375	0.0246
1161	NA	-0.1541	-0.4819	0.1448	NA	-0.2495	-0.4363	0.0264
1162	NA	-0.1409	-0.4448	0.1629	NA	-0.2478	-0.4358	0.0273
1163	NA	-0.1525	-0.4348	0.1414	NA	-0.2477	-0.4349	0.0275
1164	NA	-0.1723	-0.4543	0.1186	NA	-0.2477	-0.4346	0.027
1165	NA	-0.1958	-0.4578	0.0813	NA	-0.2479	-0.4331	0.0267
1166	NA	-0.2504	-0.5249	0.0507	NA	-0.2487	-0.4325	0.0266
1167	NA	-0.1809	-0.4488	0.0975	NA	-0.25	-0.4328	0.0259
1168	NA	-0.1268	-0.433	0.1502	NA	-0.2515	-0.4334	0.0245
1169	NA	-0.218	-0.5217	0.0921	NA	-0.2539	-0.4343	0.0221
1170	NA	-0.2228	-0.4908	0.0656	NA	-0.2556	-0.4358	0.0196
1171	NA	-0.3645	-0.6579	-0.0035	NA	-0.2581	-0.4384	0.0182
1172	NA	-0.2948	-0.5968	0.0426	NA	-0.2604	-0.4415	0.0156
1173	NA	-0.2678	-0.5405	0.0473	NA	-0.2628	-0.445	0.0127
1174	NA	-0.3184	-0.6148	0.0417	NA	-0.2655	-0.448	0.0097
1175	NA	-0.2116	-0.5054	0.0858	NA	-0.2686	-0.4497	0.0064
1176	NA	-0.2517	-0.5588	0.0674	NA	-0.2715	-0.4527	0.0029
1177	NA	-0.2698	-0.5868	0.0684	NA	-0.2745	-0.4546	3e-04
1178	NA	-0.2369	-0.5358	0.0735	NA	-0.2778	-0.4558	-0.0026
1179	NA	-0.3098	-0.6118	0.0671	NA	-0.2814	-0.4583	-0.0045
1180	NA	-0.3019	-0.6308	0.1055	NA	-0.285	-0.4621	-0.0065
1181	NA	-0.2514	-0.5448	0.129	NA	-0.288	-0.4651	-0.0085
1182	NA	-0.3291	-0.6188	0.0657	NA	-0.2914	-0.4679	-0.01
1183	NA	-0.2487	-0.5338	0.0999	NA	-0.2953	-0.471	-0.0145
1184	NA	-0.177	-0.4739	0.1306	NA	-0.2983	-0.4738	-0.0174
1185	NA	-0.2107	-0.5097	0.1213	NA	-0.3016	-0.4773	-0.02
1186	NA	-0.3098	-0.6169	0.0723	NA	-0.3044	-0.4802	-0.0229
1187	NA	-0.2558	-0.5568	0.0653	NA	-0.3078	-0.4827	-0.0243
1188	NA	-0.2542	-0.5435	0.0544	NA	-0.3106	-0.4852	-0.0274
1189	NA	-0.3564	-0.6589	0.0176	NA	-0.3137	-0.488	-0.0304
1190	NA	-0.295	-0.5818	-0.0029	NA	-0.3167	-0.4917	-0.0329
1191	NA	-0.3947	-0.6858	-0.0506	NA	-0.3193	-0.4928	-0.0344
1192	NA	-0.4019	-0.6808	-0.0688	NA	-0.3222	-0.4948	-0.0366
1193	NA	-0.2948	-0.5692	0.0072	NA	-0.3243	-0.4968	-0.0375
1194	NA	-0.4037	-0.6989	-0.0949	NA	-0.3271	-0.4998	-0.0394
1195	NA	-0.2726	-0.5307	0.0121	NA	-0.3284	-0.5024	-0.041
1196	NA	-0.3745	-0.6549	-0.0238	NA	-0.3306	-0.5046	-0.0415
1197	NA	-0.3301	-0.649	-0.0195	NA	-0.3321	-0.5066	-0.0431
1198	NA	-0.2951	-0.5418	0.0081	NA	-0.3336	-0.5087	-0.0436
1199	NA	-0.2908	-0.553	0.006	NA	-0.3349	-0.5093	-0.0436
1200	NA	-0.3467	-0.6073	-0.0246	NA	-0.3354	-0.5105	-0.0455
1201	NA	-0.3883	-0.7039	-0.0248	NA	-0.3357	-0.5098	-0.046
1202	NA	-0.3622	-0.6375	-0.0357	NA	-0.3367	-0.5107	-0.0459
1203	NA	-0.3239	-0.5959	-0.001	NA	-0.3377	-0.5111	-0.0462
1204	NA	-0.283	-0.5893	0.0503	NA	-0.3378	-0.5112	-0.0461
1205	NA	-0.3064	-0.5808	-0.0119	NA	-0.3376	-0.5116	-0.0457
1206	NA	-0.3489	-0.6459	-0.0203	NA	-0.3381	-0.5122	-0.0456
1207	NA	-0.397	-0.6849	-0.0584	NA	-0.3381	-0.5131	-0.0467
1208	NA	-0.3207	-0.6056	-0.0038	NA	-0.338	-0.5122	-0.0471
1209	NA	-0.2739	-0.5399	-0.0027	NA	-0.3374	-0.5114	-0.0464
1210	NA	-0.3208	-0.5988	-0.0022	NA	-0.3363	-0.5097	-0.0469
1211	NA	-0.2139	-0.4736	0.0619	NA	-0.3354	-0.5082	-0.0471
1212	NA	-0.2398	-0.5318	0.0607	NA	-0.334	-0.5078	-0.0467
1213	NA	-0.3634	-0.6225	-0.0247	NA	-0.3329	-0.5078	-0.0464
1214	NA	-0.3848	-0.6365	-0.0527	NA	-0.3319	-0.5071	-0.0456
1215	NA	-0.3786	-0.6243	-0.0722	NA	-0.3305	-0.5063	-0.0453
1216	NA	-0.3679	-0.6256	-0.0491	NA	-0.3293	-0.5056	-0.0446
1217	NA	-0.3767	-0.6588	-0.0574	NA	-0.3281	-0.5048	-0.0438
1218	NA	-0.3897	-0.6548	-0.0412	NA	-0.3265	-0.5034	-0.0431
1219	NA	-0.3314	-0.5944	-0.0343	NA	-0.3253	-0.5019	-0.0417
1220	NA	-0.337	-0.5969	-0.0416	NA	-0.3235	-0.4993	-0.0411
1221	NA	-0.2305	-0.485	0.0541	NA	-0.3222	-0.4972	-0.0396
1222	NA	-0.2524	-0.5249	0.0071	NA	-0.3212	-0.4946	-0.038
1223	NA	-0.2709	-0.5358	0.0046	NA	-0.3199	-0.493	-0.0366
1224	NA	-0.2292	-0.4923	0.0492	NA	-0.3185	-0.4923	-0.0338
1225	NA	-0.2569	-0.5179	0.0303	NA	-0.3171	-0.4906	-0.0322
1226	NA	-0.32	-0.5718	-0.0145	NA	-0.3155	-0.4883	-0.0306
1227	NA	-0.2759	-0.5409	0.0274	NA	-0.3144	-0.4863	-0.0283
1228	NA	-0.3679	-0.6369	-0.0452	NA	-0.3131	-0.4849	-0.0276
1229	NA	-0.2967	-0.5758	-0.0031	NA	-0.3113	-0.4843	-0.0269
1230	NA	-0.4329	-0.7931	-0.0411	NA	-0.31	-0.482	-0.0247
1231	NA	-0.2927	-0.5629	0.0102	NA	-0.3084	-0.4806	-0.0232
1232	NA	-0.3043	-0.6112	0.0062	NA	-0.3068	-0.4796	-0.022
1233	NA	-0.3044	-0.5708	0.0127	NA	-0.3046	-0.4768	-0.0195
1234	NA	-0.3817	-0.6958	-0.0218	NA	-0.3031	-0.4746	-0.017
1235	NA	-0.3297	-0.5958	0.0151	NA	-0.3016	-0.4726	-0.0155
1236	NA	-0.3432	-0.6281	0.014	NA	-0.299	-0.4708	-0.0138
1237	NA	-0.2959	-0.5749	-0.0057	NA	-0.2975	-0.4681	-0.0128
1238	NA	-0.3228	-0.6228	-0.001	NA	-0.2959	-0.4655	-0.0115
1239	NA	-0.2115	-0.4998	0.0818	NA	-0.2938	-0.4641	-0.0105
1240	NA	-0.2223	-0.5228	0.0776	NA	-0.2921	-0.4639	-0.0092
1241	NA	-0.2418	-0.5668	0.0686	NA	-0.2906	-0.4626	-0.008
1242	NA	-0.2351	-0.5648	0.0613	NA	-0.2892	-0.4618	-0.0074
1243	NA	-0.2581	-0.5459	0.0495	NA	-0.2884	-0.4613	-0.0072
1244	NA	-0.3219	-0.6109	0.0188	NA	-0.2873	-0.4614	-0.0069
1245	NA	-0.212	-0.5117	0.0799	NA	-0.2872	-0.4623	-0.0072
1246	NA	-0.2781	-0.5735	0.0375	NA	-0.2872	-0.4629	-0.0075
1247	NA	-0.2197	-0.5368	0.0991	NA	-0.2874	-0.4645	-0.0082
1248	NA	-0.1985	-0.5208	0.1111	NA	-0.2875	-0.4665	-0.0094
1249	NA	-0.1527	-0.5013	0.136	NA	-0.2886	-0.469	-0.0107
1250	NA	-0.2499	-0.5421	0.0396	NA	-0.2898	-0.4712	-0.0131
1251	NA	-0.2519	-0.5576	0.0545	NA	-0.291	-0.4743	-0.0154
1252	NA	-0.2669	-0.5549	0.0378	NA	-0.2929	-0.478	-0.0181
1253	NA	-0.2329	-0.5226	0.0467	NA	-0.2946	-0.482	-0.0204
1254	NA	-0.2809	-0.6013	-0.0026	NA	-0.2965	-0.4859	-0.0239
1255	NA	-0.2207	-0.5169	0.0478	NA	-0.299	-0.4892	-0.0267
1256	NA	-0.3125	-0.5957	-0.025	NA	-0.3012	-0.4932	-0.0301
1257	NA	-0.1308	-0.4744	0.1494	NA	-0.3038	-0.4976	-0.0336
1258	NA	-0.392	-0.6708	-0.0847	NA	-0.3071	-0.5016	-0.0366
1259	NA	-0.4283	-0.6784	-0.1098	NA	-0.3107	-0.5064	-0.0401
1260	NA	-0.3828	-0.6284	-0.0633	NA	-0.3137	-0.5107	-0.0439
1261	NA	-0.3326	-0.5918	-0.0397	NA	-0.3172	-0.5154	-0.0468
1262	NA	-0.3262	-0.5897	-0.0153	NA	-0.3198	-0.52	-0.0499
1263	NA	-0.4261	-0.7103	-0.0937	NA	-0.3226	-0.5241	-0.0538
1264	NA	-0.3673	-0.6318	-0.0598	NA	-0.3253	-0.5279	-0.0572
1265	NA	-0.3948	-0.6506	-0.0727	NA	-0.3282	-0.5316	-0.0605
1266	NA	-0.3628	-0.6302	-0.0527	NA	-0.3311	-0.5354	-0.0627
1267	NA	-0.4348	-0.6901	-0.1163	NA	-0.3339	-0.5385	-0.065
1268	NA	-0.3869	-0.6553	-0.0952	NA	-0.3367	-0.5418	-0.0685
1269	NA	-0.2796	-0.6141	5e-04	NA	-0.3393	-0.5449	-0.072
1270	NA	-0.3669	-0.6438	-0.0803	NA	-0.3417	-0.5476	-0.0753
1271	NA	-0.3545	-0.6357	-0.0686	NA	-0.3447	-0.5501	-0.0779
1272	NA	-0.3131	-0.6157	-0.0333	NA	-0.3471	-0.5525	-0.0795
1273	NA	-0.3544	-0.6125	-0.073	NA	-0.3495	-0.5546	-0.0822
1274	NA	-0.3462	-0.6268	-0.0352	NA	-0.352	-0.5562	-0.0848
1275	NA	-0.2861	-0.6146	0.0186	NA	-0.3543	-0.5575	-0.087
1276	NA	-0.3453	-0.6829	-0.0585	NA	-0.3565	-0.5585	-0.0899
1277	NA	-0.3756	-0.6498	-0.0859	NA	-0.3588	-0.5597	-0.0919
1278	NA	-0.4868	-0.759	-0.138	NA	-0.3611	-0.5601	-0.0942
1279	NA	-0.3258	-0.6168	-0.0492	NA	-0.3633	-0.5605	-0.0963
1280	NA	-0.3408	-0.6328	-0.0624	NA	-0.3654	-0.5616	-0.0972
1281	NA	-0.3649	-0.6549	-0.078	NA	-0.367	-0.5615	-0.0983
1282	NA	-0.3258	-0.6228	-0.0347	NA	-0.3686	-0.5617	-0.0995
1283	NA	-0.3247	-0.6383	-0.0346	NA	-0.3701	-0.5612	-0.1004
1284	NA	-0.3667	-0.63	-0.0568	NA	-0.3716	-0.5604	-0.1012
1285	NA	-0.3459	-0.6079	-0.046	NA	-0.3728	-0.5608	-0.1021
1286	NA	-0.3029	-0.5865	-0.012	NA	-0.3737	-0.5603	-0.1031
1287	NA	-0.3759	-0.6329	-0.0801	NA	-0.3743	-0.5606	-0.1038
1288	NA	-0.4109	-0.6688	-0.098	NA	-0.3753	-0.5591	-0.1046
1289	NA	-0.3855	-0.6428	-0.0854	NA	-0.376	-0.5589	-0.1051
1290	NA	-0.4198	-0.6748	-0.0997	NA	-0.3762	-0.559	-0.1055
1291	NA	-0.4578	-0.713	-0.1473	NA	-0.376	-0.5593	-0.1065
1292	NA	-0.4551	-0.7071	-0.1329	NA	-0.3754	-0.5595	-0.1065
1293	NA	-0.4281	-0.6828	-0.0949	NA	-0.3749	-0.5596	-0.1059
1294	NA	-0.4524	-0.6961	-0.1215	NA	-0.3739	-0.558	-0.106
1295	NA	-0.3669	-0.6198	-0.0685	NA	-0.372	-0.5566	-0.1049
1296	NA	-0.4293	-0.711	-0.1373	NA	-0.3703	-0.5554	-0.1042
1297	NA	-0.421	-0.6731	-0.1172	NA	-0.3682	-0.5536	-0.1033
1298	NA	-0.3881	-0.6298	-0.1024	NA	-0.3658	-0.5518	-0.1021
1299	NA	-0.424	-0.6748	-0.122	NA	-0.3628	-0.5507	-0.1001
1300	NA	-0.3954	-0.6464	-0.0877	NA	-0.3599	-0.5488	-0.098
